ACTA_ANIO|ACTA_NUMERO
2024|68103
2024|68149
2024|47529
2024|47651
2024|68365
2024|47727
2024|68421
2024|47848
2024|68504
2024|47904
2024|68583
2024|68605
2024|47991
2024|47996
2024|48013
2024|68688
2024|68692
2024|68788
2024|48204
2024|48207
2024|48353
2024|48355
2024|48542
2024|48613
2024|48657
2024|48837
2024|48948
2024|48983
2024|49050
2024|49051
2024|49069
2024|49096
2024|49240
2024|49253
2024|49286
2024|49487
2024|49574
2024|49668
2024|49756
2024|49834
2024|49841
2024|49843
2024|49857
2024|49963
2024|50060
2024|50127
2024|50726
2024|50758
2024|50840
2024|50922
2024|51080
2024|51184
2024|51189
2024|51327
2024|51533
2024|51631
2024|51948
2024|52025
2024|52258
2024|52375
2024|52429
2024|52487
2024|52590
2024|52686
2024|52687
2024|52818
2024|52967
2024|53093
2024|53162
2024|53206
2024|53398
2024|53557
2024|53889
2024|53957
2024|82347
2024|82348
2024|82432
2024|82679
2024|82686
2024|82788
2024|83065
2024|77450
2024|77603
2024|83411
2024|77816
2024|77834
2024|77867
2024|78238
2024|78604
2024|78962
2024|78963
2024|79050
2024|79172
2024|79593
2024|80026
2024|80027
2024|80029
2024|80178
2024|80546
2024|80987
2024|81108
2024|81172
2024|81178
2024|81269
2024|81299
2024|81317
2024|81323
2024|81356
2024|81662
2024|81750
2024|81790
2024|81796
2024|82066
2024|82122
2024|90454
2024|90555
2024|90563
2024|90637
2024|90683
2024|90936
2024|91019
2024|91072
2024|91099
2024|91184
2024|91323
2024|91386
2024|91458
2024|91515
2024|91628
2024|91720
2024|91727
2024|91784
2024|91863
2024|92076
2024|92226
2024|92396
2024|92397
2024|92475
2024|92580
2024|92602
2024|92935
2024|93003
2024|93038
2024|93170
2024|93240
2024|93257
2024|93383
2024|93640
2024|93784
2024|93805
2024|93910
2024|93913
2024|94003
2024|94023
2024|94172
2024|94350
2024|94424
2024|94443
2024|94496
2024|94555
2024|94572
2024|94671
2024|94684
2024|94771
2024|94848
2024|94896
2024|94953
2024|94961
2024|95022
2024|95026
2024|95072
2024|95243
2024|95347
2024|95496
2024|95521
2024|95601
2024|95764
2024|95918
2024|96034
2024|96125
2024|96138
2024|96203
2024|96394
2024|96395
2025|113768
2025|113691
2025|123539
2025|101101
2025|101150
2025|101238
2025|101260
2025|101297
2025|101300
2025|101462
2025|101566
2025|101703
2025|101965
2025|102056
2025|102231
2025|102309
2025|102467
2025|102596
2025|102665
2025|102939
2025|102944
2025|102956
2025|103167
2025|103174
2025|103291
2025|103338
2025|103727
2025|103822
2025|103918
2025|104059
2025|104113
2025|104152
2025|104352
2025|104514
2025|104559
2025|104840
2025|104894
2025|104907
2025|105117
2025|105164
2025|105280
2025|105661
2025|105678
2025|106144
2025|106185
2025|106200
2025|106330
2025|106652
2025|106745
2025|106747
2025|127624
2025|115934
2025|116033
2025|116054
2025|116102
2025|116344
2025|116519
2025|116775
2025|116980
2025|117003
2025|117124
2025|117300
2025|112277
2025|112334
2025|112377
2025|112455
2025|112475
2025|112572
2025|112618
2025|112860
2025|112868
2025|112960
2025|113516
2025|113520
2025|113618
2025|113756
2025|113902
2025|113950
2025|114371
2025|114543
2025|114610
2025|114862
2025|114873
2025|114880
2025|115272
2025|115428
2025|115531
2025|115590
2025|115650
2025|115712
2025|117490
2025|117510
2025|117615
2025|117952
2025|117983
2025|140002
2025|123464
2025|123555
2025|123577
2025|123757
2025|123963
2025|124000
2025|124109
2025|124303
2025|124349
2025|124442
2025|124486
2025|125798
2025|125801
2025|125889
2025|126093
2025|126195
2025|125193
2025|125448
2025|125516
2025|125606
2025|125675
2025|124624
2025|124640
2025|124933
2025|124938
2025|125035
2025|125048
2025|126646
2025|126783
2025|126852
2025|126995
2025|127037
2025|127106
2025|127118
2025|127323
2025|126282
2025|127709
2025|127746
2025|127814
2025|127824
2025|127941
2025|128211
2025|128242
2025|128404
2025|128573
2025|128660
2025|128713
2025|128811
2025|129065
2025|129132
2025|129196
2025|142156
2025|138445
2025|136268
2025|136357
2025|136569
2025|136611
2025|136622
2025|136813
2025|136927
2025|137123
2025|137241
2025|137474
2025|137497
2025|137511
2025|137560
2025|137803
2025|137963
2025|138108
2025|138300
2025|138341
2025|138421
2025|138578
2025|138737
2025|138780
2025|138808
2025|138857
2025|138878
2025|139170
2025|139219
2025|139250
2025|139283
2025|139432
2025|139591
2025|139835
2025|140061
2025|140153
2025|140495
2025|140598
2025|140650
2025|140673
2025|140925
2025|141295
2025|141348
2025|141447
2025|141616
2025|141641
2025|141721
2025|141733
2025|141789
2025|141997
2025|142035
2025|142082
2025|142389
2025|142482
2025|142908
2025|150189
2025|150290
2025|150881
2025|150934
2025|151267
2025|151427
2025|151735
2025|151950
2025|151968
2025|166399
2025|152229
2025|152368
2025|152421
2025|152690
2025|153041
2025|153059
2025|153229
2025|153321
2025|153324
2025|153349
2025|153399
2025|153494
2025|153611
2025|153632
2025|153771
2025|153812
2025|154406
2025|154432
2025|154620
2025|154676
2025|154778
2025|154960
2025|155192
2025|155207
2025|155342
2025|155443
2025|155835
2025|156089
2025|156119
2025|156199
2025|156561
2025|156565
2025|156616
2025|156706
2025|156922
2025|157307
2025|157650
2025|157717
2025|158005
2025|158273
2025|158524
2025|167457
2025|165196
2025|165372
2025|165485
2025|165816
2025|166175
2025|166193
2025|166211
2025|166250
2025|166340
2025|166598
2025|166684
2025|166998
2025|167134
2025|167190
2025|167417
2025|167461
2025|167541
2025|167869
2025|167941
2025|168157
2025|168554
2025|168809
2025|169543
2025|169673
2025|169691
2025|170068
2025|170312
2025|170454
2025|170478
2025|170701
2025|170716
2025|170786
2025|170902
2025|170987
2025|176130
2025|176844
2025|176977
2025|177052
2025|177286
2025|177724
2025|177953
2025|178184
2025|178444
2025|178758
2025|178853
2025|178899
2025|179011
2025|179016
2025|179331
2025|179442
2025|179671
2025|179696
2025|179906
2025|180047
2025|180203
2025|180240
2025|180437
2025|180540
2025|180816
2025|180884
2025|180938
2025|181167
2025|181182
2025|181392
2025|181401
2025|181630
2025|181676
2025|181679
2025|181775
2025|181987
2025|182127
2025|182189
2025|206902
2025|207862
2025|208427
2025|209128
2025|209984
2025|221943
2025|190428
2025|190580
2025|190790
2025|191213
2025|191447
2025|191460
2025|191606
2025|191617
2025|191708
2025|191753
2025|191956
2025|192000
2025|192076
2025|192227
2025|192618
2025|192638
2025|193345
2025|193763
2025|193844
2025|193988
2025|194092
2025|194206
2025|226053
2025|195690
2025|195844
2025|196015
2025|196158
2025|196787
2025|196868
2025|196957
2025|197002
2025|205320
2025|205516
2025|205894
2025|205907
2025|206028
2025|206113
2025|206118
2025|206200
2025|206513
2025|206578
2025|206595
2025|206769
2025|206817
2025|206839
2025|206886
2025|207615
2025|207666
2025|208071
2025|208505
2025|208749
2025|208972
2025|209101
2025|209262
2025|209269
2025|209614
2025|209667
2025|210013
2025|210326
2025|210409
2025|210763
2025|210769
2025|210771
2025|210832
2025|211601
2025|211703
2025|211754
2025|211835
2025|211880
2025|238279
2025|238150
2025|194821
2025|195174
2025|212108
2025|212111
2025|212189
2025|212452
2025|212478
2025|212647
2025|221177
2025|223428
2025|223510
2025|223797
2025|223884
2025|223951
2025|224559
2025|224840
2025|225172
2025|225365
2025|225612
2025|225829
2025|226045
2025|226611
2025|226788
2025|226803
2025|226825
2025|227294
2025|234519
2025|234537
2025|234740
2025|235145
2025|235159
2025|235165
2025|235397
2025|235516
2025|236007
2025|236033
2025|236742
2025|236851
2025|236949
2025|237019
2025|237824
2025|237834
2025|237902
2025|238178
2025|238245
2025|238728
2025|239296
2025|246751
2025|246785
2025|247157
2025|247182
2025|247240
2025|248443
2025|249257
2025|249803
2025|249997
2025|250035
2025|251188
2026|257148
2026|257546
2026|258915
2026|260103
2026|260144
2026|260429
2026|268032
2026|272798
2026|281673
2026|283973
2026|284954
2026|285759
2026|286126
2026|287801
2026|297583
2026|300103
2026|301967
